transportador_codigo,tabela_nome,validade_inicio,validade_fim,tarifa_codigo,cidade_ibge,prazo_entrega_dias
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2923605,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2923506,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2923407,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2923357,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2923308,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2923209,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2923100,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2923050,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2923035,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2923001,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2922904,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2922854,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2922805,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2922755,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2922730,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2922706,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2922656,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2922607,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2922508,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2922409,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2922300,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2922201,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2922102,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2922052,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2922003,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2921906,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2921807,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2921708,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2921609,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2921500,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2921450,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2921401,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2921302,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2921203,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2921104,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2921054,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2921005,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2930204,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2930105,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2930006,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2929909,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2929800,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2929750,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2929701,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2929602,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2929503,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2929404,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2929370,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2929354,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2929305,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2929255,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2929206,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2929057,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2929008,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2929107,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2928950,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2928901,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2928802,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2928703,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2928604,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2928307,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2928208,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2928000,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2928505,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2928406,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2928109,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2928059,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2927903,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2927804,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2927705,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2927606,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2927507,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2927309,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2927200,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2927101,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2927002,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2926905,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2926806,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2926707,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2926657,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2926608,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2926509,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2926400,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2926301,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2926202,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2926103,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2926004,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2925956,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2925931,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2925907,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2925808,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2925758,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2925709,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2925600,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2925501,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,2925402,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0001,5300108,19
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0007,5300108,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0007,5300108,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0007,5300108,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0007,5300108,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0007,5300108,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2933604,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2933505,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2933455,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2933406,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2933307,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2933257,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2933208,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2933174,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2933158,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2933109,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2933059,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2933000,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2932903,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2932804,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2932705,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2932606,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2932507,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2932457,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2932408,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2932309,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2932200,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2932101,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2932002,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2931905,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2931806,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2931707,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2931608,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2931509,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2931400,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2931350,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2931301,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2931202,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2931103,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2931053,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2931004,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2930907,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2930808,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2930774,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2930766,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2930758,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2930709,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2930600,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2930501,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2930402,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2930303,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,2930154,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5205497,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5205455,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5205406,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5205208,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5205109,6
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5205059,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5205000,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5204607,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5204557,12
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5204508,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5204250,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5204201,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5204102,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5203939,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5203906,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5203609,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5203559,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5203302,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5203203,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5202809,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5202601,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5202502,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5202353,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5202155,14
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5201801,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5201603,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5201306,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5201108,12
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5200902,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5200852,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5200506,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5200308,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5200258,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5200209,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5200159,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5200134,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5200100,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0008,5200050,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5300108,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5300108,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5300108,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5300108,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5300108,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5300108,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5300108,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5300108,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5300108,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5300108,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5300108,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5300108,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5300108,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5300108,13
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5213855,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5213806,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5213772,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5213756,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5213400,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5213004,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5212956,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5212907,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5212600,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5212501,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5212303,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5212204,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5212105,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5212055,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5212006,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5211800,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5211701,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5211602,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5211503,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5211404,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5211206,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5211008,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5210901,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5210604,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5210562,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5210406,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5210307,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5210208,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5210109,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5210000,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5209952,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5209804,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5209705,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5209606,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5209457,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5209291,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5209200,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5209101,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5208905,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5208806,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5208608,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5208400,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5208152,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5208004,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5207808,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5207600,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5207535,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5207402,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5207352,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5207105,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5206800,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5206602,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5206503,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5206305,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5206206,14
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5205901,14
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5205802,14
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5205703,14
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5205513,14
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5221809,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5221551,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5221502,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5221403,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5221197,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5221007,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5220603,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5220454,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5220280,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5220264,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5220157,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5220108,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5220058,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5219902,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5219753,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5219738,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5219712,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5219506,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5219456,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5219407,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5219357,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5219308,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5219258,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5219209,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5219100,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5219001,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5218904,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5204854,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5218805,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5218789,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5218706,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5218391,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5218052,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5217708,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5217609,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5217401,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5217302,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5217203,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5217104,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5216908,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5216809,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5216403,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5216007,7
0001,Tabela de frete (0001 - Kamer),01/03/2022,31/12/2099,TAR0009,5215900,7
